name,review,rating
Boppy Prenatal Total Body Pillow,"I am a tummy sleeper.  With my belly growing, I was unable to sleep on my stomach and couldn't get comfortable on my side and couldn't breather well while laying on my back.  I was miserable!  I bought this pillow and it literally saved my sleep.  It is so comfortable.  My daughter is now 3 months old and I still sleep with this pillow.  It is a large pillow, but my husband and I have a King size bed so it hasn't been an issue.  The cover comes off easily so it can be washed.  I have been using it since I was around 20 weeks pregnant and it still hasn't lost its size or ""fluffiness"".",5
Medela Harmony Manual Breast Pump,"First of all I live in India. The pumps you get in medical stores look like bicycle horns, and the good ones==there's very little choice (I've seen a philips Avent, a Pigeon, and a Farlin, which are among the good ones, but I've only seen single models of each of these brands without much choice in stores). I just wanted to be sure, so after reading rave reviews for this particular one, I decided to go for it.I did not plan to pump too much because I work from my home office, but I have an oversupply and manually expressing milk to relieve the pressure was way too time consuming. I didn't want to end up with blocked ducts mastitis and all the other problems that come with oversupply. Before this pump arrived I was already battling a clogged pore.If you have a good supply of milk (evidenced by the fact that y our baby is satisfied after feeds, not by the amount you can hand express), then you will be able to pump enough with this manual pump. I used to manually express into a graduated bottle to see how much I could produce, and I would get 2 oz a side after say 20 minutes each and a lot of pressing and pain. With the Medela Harmony I am able to produce 4 oz from one side within about 10 minutes, no pain, no need to struggle. I don't even push the pump all the way.Pros:-This manual pump is good if you are an SAHM, pump to relieve oversupply, or pump infrequently for other reasons.-It comes with an extra bottle, lid, nipple, stand, and cap.-The two pumping strengths simulate the initial suckling to sitmulate letdown and the slower, longer suckling motions of babies.-The suction is pretty strong but it can be minimized if the handle is pushed down only part way.-It comes with an instruction manual.Cons:-The apparatus looks daunting at first with little parts here and there, but it's easy to get the hang of after a single dismantle/reassembly.-The pumping mechanism is directly connected to the bottle and flange, etc., so they come in direct contact with each other. This means everytime you need to use it, it needs to be sterilized/sanitized.-There is a tiny white &#34;washer&#34;-like ring that attaches the pump to the rest of the assembly. This came off while I was sterilizing my Harmony the second time after I bought it. Luckily I noticed it, figured out where it goes and popped it back on. Without this washer the suction refused to work. So watch out for the tiny parts.",5
"Dream On Me, 3 in 1 Portable Convertible Crib, Cherry",Our nieces bedroom is small.  You add all the other furniture and the space became tight.  This Crib was an excellant purchase.  All the pieces were there and assembly wasn't too bad.  The crib is beatiful and seems to be built well.,5
UPPAbaby VISTA Stroller - Green,"I have a the same issue with my uppababy vista several times...for one the vista on the side of the stroller fades off.so now my stroller says ""ist"" not to mention the fabric frays and doesn't unfold the easiest.i spoke with Jen in there customer service, she was fantastic and made me feel as if It was a true concern and she appreciated my business.the director of customer service robin was horrible.the women could careless about my buisness.condidering I have the piggyback, child tray, carseat adaptor, several cup holds etc I have invested alot of money in my stroller to be treated as if I am just another customer.i will email the owner Robert and the BBB as well.",1
Regalo Easy Step Extra Tall Walk Thru Gate - White,"I got this gate to keep my dogs out of the room. Works great. This gate met all my expectations, and then some. Arrived quickly. very easy to install!",5
Eddie Bauer Soothing Comfort Bouncenette,"We bought this product used before the baby was born and it has been a hit.  The vibrate option has kept him sleeping peacefully in the living room while the family moves around him.  I find the noises not at all soothing, but they seem to work for him!  The seat reclines fully, great for a newborn; now that he is 13 weeks old we have adjusted it so it inclines.  The biggest negative is that he is about to outgrow it so it is only good for about 3 1/2 months.  A big plus - the zip up screen.  We have two dogs in the house and by closing the screen we keep the baby protected from inquiring, slobbery noses.",4
2 Gerber Lil' Dipper (Sold As a Set),My grandson has a disease called EB and has a very sensative mouth. Her speech therapist recommended getting these spoons. Now he is easting off these.,5
DEX Products Electric Baby Food Processor,"I love, love, love this little thing! I can't believe how well it works and purees EVERYTHING, so smooth. I used a different product and made a fruit blend and was left with chucks, seeds and pulp from the oranges. Then I put everything in this one and it was a perfect liquid blend. I won't use anything else for my baby. It's small and light weight and can't wait until my little one is older and I can try to mash up whatever daddy and I are eating. I would recommend this to anyone wanting to make their own baby food.",5
LASSIG Green Label Neckline Bag - Black Melange,"My girlfriend absolutely loves it. I wanted to wait to have our baby before reviewing, and now that we're using it everyday, I can finally say that it's a great product. Tons of pockets and space, great fashion design.Only reason it's not 5 stars is that there is not really any easy way to attach it to the stroller. There should be one little clip/strap on each side to attach to the stroller like I have on my diaper dude bag... So to put it under the handles you have to just ""hang"" it there by the shoulder strap but it's not ideal.",4
DwellStudio&reg; for Target&reg; 3 Pc Crib Set - Zoo,"I bought this as part of a package for my daughter's new born baby.My daughter never complained about it, and neither did my grandson..I assumed that she liked it.",5
"aden + anais Classic Muslin Swaddle Blanket, Dino-Roar",I love this muslin blanket!  Bought this for my grandson and I am inlove with this blanket.  He loves to hold it too!  Great quality great product and I would definitely recommend it to everyone!!,5
"North States Supergate Easy Close Metal Gate, White",This pet gate has very smart design and is well constructed.It is easy to install and remove without damaging interior wall.Highly recommended.,5
"BabyHawk Mei Tai Baby Carrier, Black/Lime Motifs","Love this carrier! I purchased the BabyHawk Mei Tai because I was looking for something to easily wear my son on my back. I chose this over the Ergo mainly because of the price, but I'm extremely happy with my purchase. This carrier is versatile and comfortable. There is just enough padding to make the comfortable on my shoulders and back, and I love the variety of carries. My seven month old's favorite is a high back carry. There is a bit of a learning curve (especially with a back carry) as with any wrap or carrier, but once you've gotten used to it, it's quick to get on and off.",5
"Combi All in One Activity Walker, Pink","Hi, we got this walker yesterday, it and my 7 month old has been inseperable ever since. He reaches for it if we walk by it he loves to honk the horn and push the buttons. I don't know what people are complaining about the bar in the back for, my son is 31 inches tall in the 70th percentile for hight and the bar don't bother him (have it pushed all the way back.) I am glad to have found this walker on amazon after getting ripped off of one on ebay. This item is no longer sold in babies r us or toys r us stores in this color in my area. They said I would have to go up north to get one and their not sold online. Red was the only color I wanted and the Jeeps wheels don't rotate (at least the one I had didn't). For those of you worried about the price go find something with in your budget the other colors are cheaper because you can't get this one anywhere else in some states. My son hasn't figured out he can move in it yet (he's never had a walker my older son had the jeep) but, he's figured out how to bounce in it and he loves that feature. I wish we could post pictures with our reveiws because I have the cutest smiley pictures from my baby in it and we all know how hard those are to get.",5
"Philips AVENT Tempo BPA-Free Liners, 8 Ounce,  100-Count","I love the Tempo system, because the rings are sealed (since it is a collapsable liner you do not need a vent) and do not leak like the regular Avent bottles do.  Also, you never need worry about BPA!",5
"Snappi Cloth Diaper Fasteners - Pack of 5 (2 Mint Green, 2 White, 1 Blue)","I grew up pinning diapers on younger cousins, so I was skeptical, but they are super easy to use, and while the &#34;snappi&#34; can bite if you're not careful, pins can stick, and at least the snappi is plastic, not a metal spike! :) The only thing I wish would have been included was cleaning instructions. I use one per day and swish in warm water and mild detergent after use, but I'm not sure this is the best way to ensure the longevity of the product.",4
"Britax Frontier 85 Combination Booster Car Seat, Red Rock",We are still using this for our daughter in our Subaru Outback. Mounts with the latch system and you can literally rock the car back and forth while holding the mounted seat. I feel better having my daughter strapped into a harness system.,5
"The First Years Lanolin Free Nipple Butter, 2 Ounce","I have not used this since I am a man, and not nursing. But I think it worked out for the best.",5
Baby Trend Tempo High Chair - Moonlight,"I checked out this high chair first hand at babies r us and it has everything I was looking for in my price range.  I will point out that they do price this chair for $70-80, so save yourself some money by ordering there.",5
Bento Decoration - Food Picks (Animal) 15pcs,"Those are super tiny and cheap plastic. Plus way overpriced. Wouldn't buy it again ever . And of course not safe to have around young kids, easy to break",1
Safety 1st Magnetic Tot Lok Complete Set,"Such a great idea but...installation is ridiculously difficult but I suffered through to protect my child.  I ended up with holes in my nice furniture and a system that will not work.  My entertainment center is a hardwood, maybe that's a factor I don't know, but my cabinets aren't thick enough for the extension slug so I'm at a loss.  Maybe I'll look for a stronger magnet and try again since the damage is already done.Oh well I guess that's why they make wood filler and stain, just add that to my list of a million projects.",1
"Dr. Bloom's Chewable Jewels Necklace Circle, Lavender","I just got my chewable jewels in the mail, I ordered the blue circle necklace and bracelet to wear while my 4 month old daughter teeths. I was hoping it would look a bit more stylish, it does look like a cheap, plastic, chew toy. Although I am impressed by how stretchy the cord is, so as she gets stronger she wont be able to break it. Also it had a slight plasticky smell that I am hoping is from the packaging since the jewelry is phthalate free. I look forward to having a teether that cant fall on the floor, but because of the appearance I wont be buying any more of this brand.",3
